name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;460;0;484;3153;1334;3153;1286;0
header;13;121;13;239;2101;239;2101;121
A;1268;195;1268;223;1290;223;1290;195
B;739;240;739;258;753;258;753;240
C;1157;667;1157;686;1171;686;1171;667
C;1265;902;1265;922;1279;922;1279;902
B;1267;954;1267;985;1290;985;1290;954
C;1271;1625;1271;1653;1291;1653;1291;1625
A;519;1727;519;1727;520;1727;520;1727
A;576;2004;576;2006;578;2006;578;2004
D;1176;2263;1176;2281;1192;2281;1192;2263
D;1280;2362;1280;2392;1305;2392;1305;2362
B;1071;2370;1071;2388;1086;2388;1086;2370
D;1253;2782;1253;2802;1268;2802;1268;2782
